whispertinyEntranscription_text,whisperbaseEntranscription_text,whispersmallEntranscription_text,whispermediumEntranscription_text,whisperturbotranscription_text,whisperlargetranscription_text,transcription,filename,id,whispertinyEnwer,whispersmallEnwer,whispermediumEnwer,whisperlargewer,whisperturbower
 The civil repaying in this to make I feel., The silver repaying in this to make eye feel., The silvery paint in this to make eye-fear.," The silver repaint in the stomach, I fear.", The severe pain in the stomach I feel., the severe pain in the stomach I feel.,The severe pain in the stomach I feel,train_sample_72.wav,train_sample_72.wav,75.0,75.0,50.0,25.0,12.5
 I feel great pain in my feet after playing one of the sports games., I feel great pain in my feet after playing one of the sports games., I feel great pain in my feet after playing one of the sports games., I feel great pain in my feet after playing one of the sports games., I feel great pain in my feet after playing one of the sports games., I feel great pain in my feet after playing one of the sports games.,I feel great pain in my feet after playing one of the sports games,train_sample_73.wav,train_sample_73.wav,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142
 I could not exercise because of my knee pain., I could not exercise because of my knee pain., I could not exercise because of my knee pain., I could not exercise because of my knee pain., I could not exercise because of my knee pain., I could not exercise because of my knee pain.,I could not exercise because of my knee pain,train_sample_74.wav,train_sample_74.wav,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111
 My neck hurts me and I can't look down or up., My neck hurts me and I can't look down or up., My neck hurts me and I can't look down or up., My neck hurts me and I can't look down or up., My neck hurts me and I can't look down or up., My neck hurts me and I can't look down or up.,my neck hurts me and i can't look down or up,train_sample_75.wav,train_sample_75.wav,27.27272727272727,27.27272727272727,27.27272727272727,27.27272727272727,27.27272727272727
 I feel suicidal., I feel suicidal., I feel suicidal., I feel suicidal., I feel suicidal., I feel suicidal.,I feel suicidal.,train_sample_76.wav,train_sample_76.wav,0.0,0.0,0.0,0.0,0.0
 My cat hurts whenever I try to do something., My head hurts whenever I try to do something., My head hurts whenever I try to do something., My head hurts whenever I try to do something., My head hurts whenever I try to do something., My head hurts whenever I try to do something.,My head hurts whenever I try to do something.,train_sample_77.wav,train_sample_77.wav,11.11111111111111,0.0,0.0,0.0,0.0
 I toward my playing of a," I travel by a plane of negotiable, and it finds real my Guangdie zone and the", I traveled by plane a few days ago and this time here in London my ever mine clothes are faithful.," I traveled by plane a few days ago, and this time during landing my hair remained closed and painful.", I travelled my plane a few days ago and this time during landing my air remained clogged and painful.," I traveled by plane a few days ago, and this time the area in my hair remained closed and painful.",I travelled by plane a few days ago and this time during landing my ears remained clogged and painful.,train_sample_78.wav,train_sample_78.wav,89.47368421052632,47.368421052631575,21.052631578947366,36.84210526315789,10.526315789473683
 I have blurry vision after I used a wrong medicine., I have blurry vision after I used a wrong medicine., I had blurry vision after I used a wrong medicine., I had blurry vision after I used a wrong medicine., I had blurry vision after I used a wrong medicine., I have blurry vision after I used a wrong medicine.,I have blurry vision after I used a wrong medicine.,train_sample_79.wav,train_sample_79.wav,0.0,10.0,10.0,0.0,10.0
 I have tried to relief it but I can't., I have tried to relieve it but I can't., I have tried to relieve it but I can't., I have tried to relief it but I can't., I have tried to relief it but I can't., I have tried to relief it but I can't.,I have tried to relief it but I can't,train_sample_80.wav,train_sample_80.wav,11.11111111111111,22.22222222222222,11.11111111111111,11.11111111111111,11.11111111111111
 I have general discomfort in my throat., I have general discomfort in my torso., I have general discomfort in my torso., I have general discomfort in my torso., I have general discomfort in my torso., I have general discomfort in my torso,I have general discomfort in my torso.,train_sample_81.wav,train_sample_81.wav,14.285714285714285,0.0,0.0,14.285714285714285,0.0
" When I brush my hair, I notice big pumps of hair coming out in the brush."," When I brush my hair, I notice big clumps of hair coming out in the brush."," When I brush my hair, I notice big clumps of hair coming out in the brush."," When I brush my hair, I notice big clumps of hair coming out in the brush."," When I brush my hair, I notice big clumps of hair coming out in the brush."," When I brush my hair, I notice big clumps of hair coming out in the brush.",When I brush my hair I notice big clumps of hair coming out in the brush.,train_sample_82.wav,train_sample_82.wav,12.5,6.25,6.25,6.25,6.25
 I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne.,I can't get a girlfriend because of my acne.,train_sample_83.wav,train_sample_83.wav,0.0,0.0,0.0,0.0,0.0
 It feels like I can't take it deep breath., It feels like I can't take a deep breath., It feels like I can't take a deep breath., It feels like I can't take a deep breath., It feels like I can't take a deep breath., Mae'n teimlo nad ydw i'n gallu mynd i fyny'n dda.,It feels like I can't take a deep breath,train_sample_26.wav,train_sample_26.wav,22.22222222222222,11.11111111111111,11.11111111111111,111.11111111111111,11.11111111111111
 Can't do any exercise I feel weak., Can do any exercise I feel weak., Can't do any exercise. I feel weak.," Can't do any exercise, I feel weak.", Can't do any exercise. I feel weak., Can't do any exercise. I feel weak.,"can't do any exercise, i feel weak",train_sample_84.wav,train_sample_84.wav,57.14285714285714,57.14285714285714,42.857142857142854,57.14285714285714,57.14285714285714
 I can walk my knee hurts me.," I can't walk, my knee hurts me.", I can't walk my knee hurts me," I can't walk, my knee hurts me."," I can't walk, my knee hurts me.", I can't walk. My knee hurts me.,"i can't walk, my knee hurts me",train_sample_85.wav,train_sample_85.wav,57.14285714285714,28.57142857142857,28.57142857142857,57.14285714285714,28.57142857142857
 Sometimes I feel like a claw on my chest that leaves me breathless., Sometimes I feel like a claw on my chest that leaves me breathless., Sometimes I feel like a claw on my chest that leaves me breathless., Sometimes I feel like a claw on my chest that leaves me breathless., Sometimes I feel like a claw on my chest that leaves me breathless., Sometimes I feel like a claw on my chest that leaves me breathless.,Sometimes I feel like a claw on my chest that leaves me breathless.,train_sample_86.wav,train_sample_86.wav,0.0,0.0,0.0,0.0,0.0
 I wake up at night feeling cold., I wake up and I feel cold., I wake up at night feeling cold., I wake up at night feeling cold., I wake up at night feeling cold., I wake up at night feeling cold.,I wake up at night feeling cold,train_sample_87.wav,train_sample_87.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 I feel the tingling when I touch a neck follow it by butt sensitivity., I feel deep tingling when I touch acne followed by bad sense of tone., I feel deep tingling when I touch and follow it by bad sense of tune.," I feel deep, tingling when I touch a neck followed by bad sense tune.", I feel deep tingling when I touch acne followed by bad sensation.," Me siento profundo, tímido cuando toco acné seguido por mala sensación.",I feel deep Tingling when I touch Acne followed by bad sensation,train_sample_359.wav,train_sample_359.wav,66.66666666666666,58.333333333333336,50.0,100.0,25.0
 and the leap worry that I go by to you. Am I very sick?, I am very worried that I go by doing my very sickle., I am very worried that I will go by soon. Am I very sick?, I'm very worried that I'll go by soon. Am I very sick?, I'm very worried that I'll go by June. Am I very sick?, I'm very worried that I'll go by Zoom. Am I very sick?,I'm very worried that I'll go bald soon. Am I very sick?,train_sample_88.wav,train_sample_88.wav,66.66666666666666,41.66666666666667,8.333333333333332,16.666666666666664,16.666666666666664
